City,Colors Reported,Shape Reported,State,Time,sightings,Year
Snoqualmie,RED,LIGHT,WA,2011-07-04 19:30:00,151,2011
Coral Springs,,CIRCLE,FL,2011-07-04 20:00:00,151,2011
Elizabethtown,ORANGE,CIRCLE,KY,2011-07-04 20:00:00,151,2011
Lakeland,RED YELLOW,SpaceShip,FL,2011-07-04 20:00:00,151,2011
Rolla,,FIREBALL,MO,2011-07-04 20:00:00,151,2011
Vancouver,,LIGHT,WA,2011-07-04 20:00:00,151,2011
Cottonwood,RED,CIRCLE,AZ,2011-07-04 20:30:00,151,2011
Imlay City,YELLOW,LIGHT,MI,2011-07-04 20:30:00,151,2011
Lake Junaluska,RED,SpaceShip,NC,2011-07-04 20:30:00,151,2011
Ocean Beach,,LIGHT,CA,2011-07-04 20:30:00,151,2011
Spanaway,,FIREBALL,WA,2011-07-04 20:30:00,151,2011
Washington,,FIREBALL,IN,2011-07-04 20:30:00,151,2011
West Des Moines,RED,CIRCLE,IA,2011-07-04 20:30:00,151,2011
Pinckney,,LIGHT,MI,2011-07-04 20:35:00,151,2011
Morgan Hill,,LIGHT,CA,2011-07-04 20:53:00,151,2011
Antigo,ORANGE,LIGHT,WI,2011-07-04 21:00:00,151,2011
Columbia,ORANGE,SpaceShip,MO,2011-07-04 21:00:00,151,2011
Ellwood City,ORANGE,SPHERE,PA,2011-07-04 21:00:00,151,2011
Fairview,,LIGHT,TN,2011-07-04 21:00:00,151,2011
Franklin Square,,FIREBALL,NY,2011-07-04 21:00:00,151,2011
Manchester,,OTHER,MO,2011-07-04 21:00:00,151,2011
Pontiac,ORANGE,SPHERE,MI,2011-07-04 21:00:00,151,2011
Crestview,,FIREBALL,FL,2011-07-04 21:05:00,151,2011
Traverse City,,SPHERE,MI,2011-07-04 21:05:00,151,2011
Bryant,,FIREBALL,AR,2011-07-04 21:10:00,151,2011
Ashland,ORANGE,LIGHT,KY,2011-07-04 21:15:00,151,2011
Escondido,,CIRCLE,CA,2011-07-04 21:15:00,151,2011
Knoxville,ORANGE,FIREBALL,TN,2011-07-04 21:15:00,151,2011
Pueblo,,CIRCLE,CO,2011-07-04 21:15:00,151,2011
Rice Lake,ORANGE,FIREBALL,WI,2011-07-04 21:15:00,151,2011
Beecher,,SpaceShip,IL,2011-07-04 21:20:00,151,2011
Blue Springs,,SPHERE,MO,2011-07-04 21:20:00,151,2011
Rockford,ORANGE,FIREBALL,IL,2011-07-04 21:20:00,151,2011
Beecher,,LIGHT,IL,2011-07-04 21:25:00,151,2011
Lockport,ORANGE,SpaceShip,IL,2011-07-04 21:25:00,151,2011
West Hills,,CIRCLE,CA,2011-07-04 21:28:00,151,2011
Bradenton,ORANGE,LIGHT,FL,2011-07-04 21:30:00,151,2011
Colorado Springs,,DISK,CO,2011-07-04 21:30:00,151,2011
El Cajon,RED,CIRCLE,CA,2011-07-04 21:30:00,151,2011
Ellisville,,FIREBALL,MO,2011-07-04 21:30:00,151,2011
Ferndale,,LIGHT,CA,2011-07-04 21:30:00,151,2011
Lancaster,ORANGE BLUE,EGG,OH,2011-07-04 21:30:00,151,2011
Madison,,LIGHT,AL,2011-07-04 21:30:00,151,2011
Malden,,SpaceShip,MO,2011-07-04 21:30:00,151,2011
New Berlin,,CIRCLE,WI,2011-07-04 21:30:00,151,2011
Parkland,,FIREBALL,WA,2011-07-04 21:30:00,151,2011
Richmond,,CIRCLE,KY,2011-07-04 21:30:00,151,2011
Chicago,,CIGAR,IL,2011-07-04 21:35:00,151,2011
Northglenn,,OTHER,CO,2011-07-04 21:35:00,151,2011
Hawthorne,,FIREBALL,CA,2011-07-04 21:37:00,151,2011
Elkhorn,,LIGHT,WI,2011-07-04 21:40:00,151,2011
Manson,,CIRCLE,WA,2011-07-04 21:40:00,151,2011
Meriden,ORANGE,OTHER,CT,2011-07-04 21:40:00,151,2011
North Augusta,,FIREBALL,SC,2011-07-04 21:40:00,151,2011
St. Charles,,FIREBALL,MO,2011-07-04 21:43:00,151,2011
Escondido,RED,CIRCLE,CA,2011-07-04 21:45:00,151,2011
Fair Haven,,LIGHT,MI,2011-07-04 21:45:00,151,2011
Hummlestown,,VARIOUS,PA,2011-07-04 21:45:00,151,2011
Lynchburg,,LIGHT,VA,2011-07-04 21:45:00,151,2011
Seabrook,,LIGHT,NH,2011-07-04 21:45:00,151,2011
Lincoln,ORANGE,LIGHT,NE,2011-07-04 21:53:00,151,2011
Lincoln,ORANGE,LIGHT,NE,2011-07-04 21:53:00,151,2011
Streamwood,,FIREBALL,IL,2011-07-04 21:55:00,151,2011
Auburn,RED,SPHERE,WA,2011-07-04 22:00:00,151,2011
Bellport,RED,LIGHT,NY,2011-07-04 22:00:00,151,2011
Berryville,,CIRCLE,AR,2011-07-04 22:00:00,151,2011
Bradenton,,OVAL,FL,2011-07-04 22:00:00,151,2011
Brazil,,OVAL,IN,2011-07-04 22:00:00,151,2011
Bryant,,LIGHT,AR,2011-07-04 22:00:00,151,2011
Cincinnati,RED,TEARDROP,OH,2011-07-04 22:00:00,151,2011
Fort Smith,,FIREBALL,AR,2011-07-04 22:00:00,151,2011
Greenbried,YELLOW,LIGHT,AR,2011-07-04 22:00:00,151,2011
Greenwood,,FIREBALL,IN,2011-07-04 22:00:00,151,2011
Huntsville,,CIRCLE,AL,2011-07-04 22:00:00,151,2011
Louisville,,CIRCLE,KY,2011-07-04 22:00:00,151,2011
Middletown,ORANGE,CIRCLE,CT,2011-07-04 22:00:00,151,2011
Muncie,,LIGHT,IN,2011-07-04 22:00:00,151,2011
Muncie,ORANGE,LIGHT,IN,2011-07-04 22:00:00,151,2011
Olmsted Falls,ORANGE,LIGHT,OH,2011-07-04 22:00:00,151,2011
Omaha,ORANGE,CIRCLE,NE,2011-07-04 22:00:00,151,2011
Oostburg,RED,LIGHT,WI,2011-07-04 22:00:00,151,2011
Plymouth,,VARIOUS,MA,2011-07-04 22:00:00,151,2011
Portland,,CIRCLE,TN,2011-07-04 22:00:00,151,2011
Portland,ORANGE,CIRCLE,TN,2011-07-04 22:00:00,151,2011
Underwood,ORANGE,LIGHT,MN,2011-07-04 22:00:00,151,2011
University Place,,SPHERE,WA,2011-07-04 22:00:00,151,2011
Waipahu,,SpaceShip,HI,2011-07-04 22:00:00,151,2011
Warwick,,FIREBALL,RI,2011-07-04 22:00:00,151,2011
Smithton,,FIREBALL,PA,2011-07-04 22:07:00,151,2011
Wheeling,ORANGE,OVAL,WV,2011-07-04 22:10:00,151,2011
Billings,RED,LIGHT,MT,2011-07-04 22:15:00,151,2011
Flint,,FIREBALL,MI,2011-07-04 22:15:00,151,2011
Kelso,,OVAL,WA,2011-07-04 22:15:00,151,2011
Milford,,FIREBALL,MI,2011-07-04 22:15:00,151,2011
Minot,ORANGE,OVAL,ND,2011-07-04 22:15:00,151,2011
Elk Grove,,CIRCLE,CA,2011-07-04 22:25:00,151,2011
Redding,,DISK,CA,2011-07-04 22:25:00,151,2011
Sheboygan Falls,,LIGHT,WI,2011-07-04 22:25:00,151,2011
Apple Valley,RED ORANGE,FIREBALL,MN,2011-07-04 22:30:00,151,2011
Detroit,,SPHERE,MI,2011-07-04 22:30:00,151,2011
Everett,RED,OVAL,WA,2011-07-04 22:30:00,151,2011
Flint,,SPHERE,MI,2011-07-04 22:30:00,151,2011
Forks,,FIREBALL,WA,2011-07-04 22:30:00,151,2011
Phillipsburg,,SPHERE,KS,2011-07-04 22:30:00,151,2011
Sylvan Grove,,FIREBALL,KS,2011-07-04 22:30:00,151,2011
Warrensburg,,FIREBALL,MO,2011-07-04 22:30:00,151,2011
Ogallala,,SPHERE,NE,2011-07-04 22:31:00,151,2011
Newport,RED,LIGHT,OR,2011-07-04 22:35:00,151,2011
Saint Joseph,,DISK,MO,2011-07-04 22:38:00,151,2011
Bellingham,,LIGHT,WA,2011-07-04 22:40:00,151,2011
Kenosha,,CIRCLE,WI,2011-07-04 22:40:00,151,2011
Ogden,,LIGHT,UT,2011-07-04 22:40:00,151,2011
Elgin,,FIREBALL,IL,2011-07-04 22:45:00,151,2011
Levittown,ORANGE,FORMATION,NY,2011-07-04 22:45:00,151,2011
Northboro,ORANGE,FIREBALL,MA,2011-07-04 22:45:00,151,2011
Rochester,,CIRCLE,NY,2011-07-04 22:45:00,151,2011
Star,,FIREBALL,ID,2011-07-04 22:45:00,151,2011
Wolf Point,RED,FIREBALL,MT,2011-07-04 22:45:00,151,2011
Aurora,ORANGE,SPHERE,OH,2011-07-04 22:46:00,151,2011
Hillsboro,,LIGHT,OR,2011-07-04 22:48:00,151,2011
Harrisburg,,CIRCLE,PA,2011-07-04 22:52:00,151,2011
Arcata,GREEN,SpaceShip,CA,2011-07-04 23:00:00,151,2011
Hebron,,FORMATION,IN,2011-07-04 23:00:00,151,2011
Longview,,OVAL,WA,2011-07-04 23:00:00,151,2011
Middlesboro,RED,FIREBALL,KY,2011-07-04 23:00:00,151,2011
St. Louis Park,,CIRCLE,MN,2011-07-04 23:00:00,151,2011
Tyrone Township,ORANGE,FIREBALL,MI,2011-07-04 23:00:00,151,2011
Warrensburg,,FIREBALL,MO,2011-07-04 23:00:00,151,2011
Washington,,VARIOUS,MI,2011-07-04 23:00:00,151,2011
Waterbury,YELLOW,DISK,CT,2011-07-04 23:00:00,151,2011
Bellingham,,SPHERE,WA,2011-07-04 23:10:00,151,2011
Waterbury,ORANGE,FORMATION,CT,2011-07-04 23:11:00,151,2011
Wolf Point,RED ORANGE,DISK,MT,2011-07-04 23:15:00,151,2011
Struthers,,CIRCLE,OH,2011-07-04 23:30:00,151,2011
John Day,,FLASH,OR,2011-07-04 23:45:00,151,2011
San Pedro,,SpaceShip,CA,2011-07-04 23:45:00,151,2011
Verona,,LIGHT,NY,2011-07-04 23:45:00,151,2011
Van Wert,,FIREBALL,OH,2011-07-04 23:52:00,151,2011
Mount Pleasant,RED,CIRCLE,MI,2011-07-05 00:00:00,21,2011
Mishawaka,ORANGE,LIGHT,IN,2011-07-05 00:30:00,21,2011
Fresno,,SpaceShip,CA,2011-07-05 00:38:00,21,2011
Washington,RED ORANGE,VARIOUS,PA,2011-07-05 01:00:00,21,2011
Austin,,SpaceShip,TX,2011-07-05 01:30:00,21,2011
Newark,RED,FIREBALL,NJ,2011-07-05 02:45:00,21,2011
Palm Desert,,DISK,CA,2011-07-05 05:59:00,21,2011
Tacoma,,OVAL,WA,2011-07-05 15:30:00,21,2011
San Jacinto,,SPHERE,CA,2011-07-05 17:15:00,21,2011
Grosse Pointe Farms,,SPHERE,MI,2011-07-05 19:00:00,21,2011
Seattle,RED GREEN,OVAL,WA,2011-07-05 19:55:00,21,2011
Springfield,,LIGHT,MO,2011-07-05 21:28:00,21,2011
Fillmore,,RECTANGLE,CA,2011-07-05 22:00:00,21,2011
Stevensville,,EGG,MI,2011-07-05 22:00:00,21,2011
Montgomery,,SPHERE,PA,2011-07-05 22:05:00,21,2011
Utah Valley,,CIRCLE,UT,2011-07-05 22:25:00,21,2011
Minersville,ORANGE,CIRCLE,PA,2011-07-05 22:30:00,21,2011
Chicago,,SpaceShip,IL,2011-07-05 22:40:00,21,2011
Murrells Inlet,,OVAL,SC,2011-07-05 23:00:00,21,2011
Phoenix,,LIGHT,AZ,2011-07-05 23:11:00,21,2011
New Sweden,RED,SpaceShip,ME,2011-07-05 23:45:00,21,2011
Spokane County,RED,FIREBALL,WA,2011-07-06 03:00:00,9,2011
Portland,,LIGHT,OR,2011-07-06 15:00:00,9,2011
Doha,,SPHERE,AL,2011-07-06 18:45:00,9,2011
Fayetteville,,DIAMOND,WV,2011-07-06 21:00:00,9,2011
Gulfport,RED,LIGHT,MS,2011-07-06 21:00:00,9,2011
Burton,,FIREBALL,MI,2011-07-06 22:00:00,9,2011
Overland Park,ORANGE,LIGHT,KS,2011-07-06 22:00:00,9,2011
Strongsville,RED,CIRCLE,OH,2011-07-06 22:25:00,9,2011
Maumee,,CIRCLE,OH,2011-07-06 22:45:00,9,2011
Colorado Springs,,SpaceShip,CO,2011-07-07 00:00:00,15,2011
Tarpon Springs,,CIRCLE,FL,2011-07-07 00:00:00,15,2011
Snoqualmie,,OTHER,WA,2011-07-07 00:30:00,15,2011
Cincinnati,RED,DIAMOND,OH,2011-07-07 00:50:00,15,2011
Milton,,LIGHT,VT,2011-07-07 05:30:00,15,2011
Sedona,ORANGE,CIRCLE,AZ,2011-07-07 14:00:00,15,2011
South Padre,BLUE,OVAL,TX,2011-07-07 15:45:00,15,2011
Liverpool,RED GREEN,SPHERE,NY,2011-07-07 16:58:00,15,2011
Horseheads,,VARIOUS,NY,2011-07-07 19:00:00,15,2011
Machesney Park,ORANGE,CIRCLE,IL,2011-07-07 21:00:00,15,2011
Helixville,RED,CIGAR,PA,2011-07-07 22:00:00,15,2011
Osprey,,CYLINDER,FL,2011-07-07 22:00:00,15,2011
Harrison,,SPHERE,ME,2011-07-07 22:15:00,15,2011
Moore,,SpaceShip,SC,2011-07-07 22:30:00,15,2011
Coon Rapids,,LIGHT,MN,2011-07-07 22:40:00,15,2011
Franklinville,,OTHER,NC,2011-07-08 00:00:00,8,2011
Villa Hills,YELLOW,FIREBALL,KY,2011-07-08 01:00:00,8,2011
Sacramento,,LIGHT,CA,2011-07-08 02:20:00,8,2011
Fort Bragg,,CIRCLE,NC,2011-07-08 11:00:00,8,2011
West Alton,,LIGHT,MO,2011-07-08 16:00:00,8,2011
Lexington,,SpaceShip,MI,2011-07-08 20:30:00,8,2011
Winter Garden,,LIGHT,FL,2011-07-08 22:12:00,8,2011
Dallas,YELLOW,DISK,TX,2011-07-08 23:00:00,8,2011
Owasso,,SpaceShip,OK,2011-07-09 10:35:00,18,2011
Sparks,,OVAL,NV,2011-07-09 10:45:00,18,2011
Republic,,OTHER,WA,2011-07-09 13:00:00,18,2011
Medford,RED,CIRCLE,NY,2011-07-09 20:00:00,18,2011
Elizabeth,GREEN,CIRCLE,PA,2011-07-09 20:50:00,18,2011
Englewood,,LIGHT,FL,2011-07-09 21:00:00,18,2011
Imperial,ORANGE,FIREBALL,MO,2011-07-09 21:30:00,18,2011
Chicago,,OTHER,IL,2011-07-09 21:36:00,18,2011
Arcata,RED,RECTANGLE,CA,2011-07-09 21:40:00,18,2011
Delta,,CIRCLE,OH,2011-07-09 22:00:00,18,2011
Milwaukee,,FORMATION,WI,2011-07-09 22:00:00,18,2011
Grand Rivers,RED ORANGE,FIREBALL,KY,2011-07-09 22:15:00,18,2011
Mapillville,,FIREBALL,RI,2011-07-09 22:15:00,18,2011
Butte,,OTHER,MT,2011-07-09 22:30:00,18,2011
San Fernando,,OVAL,CA,2011-07-09 22:30:00,18,2011
Joplin,,LIGHT,MO,2011-07-09 22:45:00,18,2011
Columbia City,,LIGHT,IN,2011-07-09 22:53:00,18,2011
Wisconsin Dells,ORANGE,SPHERE,WI,2011-07-09 23:00:00,18,2011
Missoula,RED GREEN BLUE,LIGHT,MT,2011-07-10 02:05:00,17,2011
Marlington,,CIRCLE,WV,2011-07-10 08:30:00,17,2011
Bettendorf,,FIREBALL,IA,2011-07-10 10:06:00,17,2011
New York City,,SPHERE,NY,2011-07-10 14:00:00,17,2011
East Los Angeles,,DISK,CA,2011-07-10 15:40:00,17,2011
Bridgeport,BLUE,LIGHT,CT,2011-07-10 17:00:00,17,2011
West Hills,,SpaceShip,CA,2011-07-10 20:00:00,17,2011
Menands,,LIGHT,NY,2011-07-10 20:45:00,17,2011
Canisteo,RED YELLOW,FIREBALL,NY,2011-07-10 21:30:00,17,2011
York Beach,ORANGE,CIRCLE,ME,2011-07-10 21:30:00,17,2011
Celina,BLUE,OVAL,TX,2011-07-10 22:00:00,17,2011
Charlotte,,FIREBALL,MI,2011-07-10 22:30:00,17,2011
Durant,,FIREBALL,OK,2011-07-10 22:45:00,17,2011
New York City,,OVAL,NY,2011-07-10 22:45:00,17,2011
Arcadia,,LIGHT,WI,2011-07-10 23:00:00,17,2011
Ocean Beach,ORANGE,LIGHT,NY,2011-07-10 23:15:00,17,2011
Wolf Point,,LIGHT,MT,2011-07-10 23:15:00,17,2011
Orlando,YELLOW,LIGHT,FL,2011-07-11 00:00:00,15,2011
Chapel Hill,,FIREBALL,NC,2011-07-11 01:00:00,15,2011
Manchester,,OTHER,MI,2011-07-11 01:00:00,15,2011
Wingdale,RED ORANGE,SPHERE,NY,2011-07-11 01:45:00,15,2011
Woodbridge,,CROSS,VA,2011-07-11 03:00:00,15,2011
Georgetown,,VARIOUS,TX,2011-07-11 12:00:00,15,2011
Detroit,,SPHERE,MI,2011-07-11 16:10:00,15,2011
Memphis,,CIGAR,TN,2011-07-11 20:05:00,15,2011
Henderson,ORANGE,LIGHT,KY,2011-07-11 20:45:00,15,2011
Boyne City,,FIREBALL,MI,2011-07-11 21:10:00,15,2011
Oakdale,,CHEVRON,CA,2011-07-11 22:00:00,15,2011
Snowflake,,LIGHT,AZ,2011-07-11 22:00:00,15,2011
White House,RED,FIREBALL,TN,2011-07-11 22:00:00,15,2011
Las Vegas,,SPHERE,NV,2011-07-11 22:25:00,15,2011
Wisconsin Dells,,SpaceShip,WI,2011-07-11 22:40:00,15,2011
Saranac,,SpaceShip,MI,2011-07-12 00:08:00,6,2011
Hartland,,SPHERE,ME,2011-07-12 01:00:00,6,2011
Cocoa,,LIGHT,FL,2011-07-12 03:00:00,6,2011
Clive,,CIGAR,UT,2011-07-12 10:54:00,6,2011
Memphis,,CIGAR,TN,2011-07-12 20:03:00,6,2011
Fairfield,,DISK,OH,2011-07-12 23:10:00,6,2011
Bozeman,,LIGHT,MT,2011-07-13 03:00:00,19,2011
Olney,,VARIOUS,MD,2011-07-13 03:00:00,19,2011
Lancaster,,FIREBALL,NY,2011-07-13 08:53:00,19,2011
Aloha,,CIRCLE,OR,2011-07-13 11:00:00,19,2011
Coarsegold,,DISK,CA,2011-07-13 13:00:00,19,2011
Wilkes-Barre,,LIGHT,PA,2011-07-13 13:30:00,19,2011
Gulf of Mexico,,CYLINDER,LA,2011-07-13 15:30:00,19,2011
Newtown,,LIGHT,CT,2011-07-13 20:30:00,19,2011
Goshen,,CYLINDER,OH,2011-07-13 20:45:00,19,2011
Jersey City,GREEN,FIREBALL,NJ,2011-07-13 21:40:00,19,2011
Watkins Glen,,FIREBALL,NY,2011-07-13 21:40:00,19,2011
Dunbar,,LIGHT,WV,2011-07-13 22:00:00,19,2011
Lithonia,,SpaceShip,GA,2011-07-13 22:00:00,19,2011
Columbus,,OTHER,OH,2011-07-13 22:25:00,19,2011
Watkins Glen,,LIGHT,NY,2011-07-13 22:29:00,19,2011
Litchfield,,FIREBALL,IL,2011-07-13 22:30:00,19,2011
Watkins Glen,,LIGHT,NY,2011-07-13 22:30:00,19,2011
Athens,BLUE,LIGHT,GA,2011-07-13 22:38:00,19,2011
Atascosita,,FIREBALL,TX,2011-07-13 22:43:00,19,2011
San Antonio,,LIGHT,TX,2011-07-14 00:00:00,12,2011
Ankeny,,SpaceShip,IA,2011-07-14 02:00:00,12,2011
Humbel,,DISK,TX,2011-07-14 13:00:00,12,2011
Chicago,,OVAL,IL,2011-07-14 17:03:00,12,2011
Keyes,,LIGHT,CA,2011-07-14 20:00:00,12,2011
Cape Coral,,SPHERE,FL,2011-07-14 20:50:00,12,2011
Emerald Isle,,CIRCLE,NC,2011-07-14 21:15:00,12,2011
Cleveland,,CIRCLE,OH,2011-07-14 22:00:00,12,2011
Wayland,,FIREBALL,MI,2011-07-14 22:00:00,12,2011
Plano,,LIGHT,TX,2011-07-14 22:45:00,12,2011
Braintree,,OTHER,MA,2011-07-14 23:30:00,12,2011
Miami,RED BLUE,SpaceShip,FL,2011-07-14 23:34:00,12,2011
Easton,,CIRCLE,PA,2011-07-15 01:00:00,24,2011
Palm Beach Gardens,ORANGE,OVAL,FL,2011-07-15 02:00:00,24,2011
Kissimmee,,OVAL,FL,2011-07-15 02:50:00,24,2011
Surfside Beach,,SpaceShip,SC,2011-07-15 10:30:00,24,2011
San Fernando Valley,,OVAL,CA,2011-07-15 14:00:00,24,2011
Larose,,SPHERE,LA,2011-07-15 14:30:00,24,2011
Denver,,SpaceShip,CO,2011-07-15 15:00:00,24,2011
Louisa,,CIGAR,KY,2011-07-15 15:00:00,24,2011
West Chester,,DISK,PA,2011-07-15 15:00:00,24,2011
Kenesaw,,DISK,NE,2011-07-15 17:00:00,24,2011
Newport,RED,FIREBALL,NC,2011-07-15 19:30:00,24,2011
Raleigh,,OTHER,NC,2011-07-15 19:30:00,24,2011
Watertown,,LIGHT,CT,2011-07-15 21:00:00,24,2011
Lake Worth,YELLOW,CIGAR,FL,2011-07-15 21:05:00,24,2011
Stevens Point,,FIREBALL,WI,2011-07-15 21:15:00,24,2011
Stevens Point,,FIREBALL,WI,2011-07-15 21:15:00,24,2011
Lafayette,,FORMATION,LA,2011-07-15 21:20:00,24,2011
Stevens Point,,FIREBALL,WI,2011-07-15 21:30:00,24,2011
Lebanon,,OTHER,OR,2011-07-15 22:00:00,24,2011
Luenburg,ORANGE,FIREBALL,MA,2011-07-15 22:00:00,24,2011
Mt. Vernon,,LIGHT,IL,2011-07-15 22:05:00,24,2011
Wayland,,SpaceShip,MI,2011-07-15 23:00:00,24,2011
SeaTac,,LIGHT,WA,2011-07-15 23:15:00,24,2011
Poughquag,RED,SpaceShip,NY,2011-07-15 23:20:00,24,2011
Three Forks,,FIREBALL,MT,2011-07-16 00:00:00,22,2011
Shabbona,,DIAMOND,IL,2011-07-16 02:00:00,22,2011
Sarasota,ORANGE,DIAMOND,FL,2011-07-16 02:15:00,22,2011
Orlando,ORANGE,SPHERE,FL,2011-07-16 02:46:00,22,2011
Orlando,,CIRCLE,FL,2011-07-16 11:00:00,22,2011
Berkley Heights,BLUE,FLASH,NJ,2011-07-16 12:00:00,22,2011
Billings,,RECTANGLE,MT,2011-07-16 12:00:00,22,2011
Williston,,LIGHT,FL,2011-07-16 12:00:00,22,2011
Mokena,,FIREBALL,IL,2011-07-16 21:00:00,22,2011
Clinton,RED,SPHERE,IL,2011-07-16 21:20:00,22,2011
Penfield,ORANGE,CIRCLE,NY,2011-07-16 21:30:00,22,2011
Onset,ORANGE,FIREBALL,MA,2011-07-16 21:45:00,22,2011
Salem,,OTHER,WI,2011-07-16 21:45:00,22,2011
Brunswick,RED,FIREBALL,OH,2011-07-16 22:00:00,22,2011
Manzanita,ORANGE,FIREBALL,OR,2011-07-16 22:00:00,22,2011
Monroeville,,LIGHT,PA,2011-07-16 22:00:00,22,2011
Clinton Township,ORANGE,LIGHT,MI,2011-07-16 22:15:00,22,2011
Apple Valley,,CIRCLE,CA,2011-07-16 22:30:00,22,2011
South Euclid,ORANGE,SPHERE,OH,2011-07-16 22:30:00,22,2011
Conover,RED,CIRCLE,NC,2011-07-16 22:35:00,22,2011
Oak Harbor,,LIGHT,WA,2011-07-16 23:30:00,22,2011
Erie,,CIGAR,PA,2011-07-16 23:52:00,22,2011
Indio,,OTHER,CA,2011-07-17 00:00:00,17,2011
Hartland,ORANGE,SPHERE,MI,2011-07-17 00:30:00,17,2011
Findlay,,LIGHT,OH,2011-07-17 01:00:00,17,2011
Palomar Mountain,,CYLINDER,CA,2011-07-17 02:30:00,17,2011
Fresno,,FORMATION,CA,2011-07-17 02:35:00,17,2011
Averill Park,,FIREBALL,NY,2011-07-17 04:06:00,17,2011
Lewiston,,SpaceShip,ID,2011-07-17 13:00:00,17,2011
Ashburn,,CIGAR,VA,2011-07-17 15:45:00,17,2011
Palm Beach Island,,RECTANGLE,FL,2011-07-17 20:13:00,17,2011
West Haven,,OTHER,CT,2011-07-17 20:30:00,17,2011
Charlevoix,,CIRCLE,MI,2011-07-17 21:30:00,17,2011
Mussel Shoals,RED,SPHERE,AL,2011-07-17 21:50:00,17,2011
Elkton,,FLASH,MD,2011-07-17 22:00:00,17,2011
Emerald Isle,,FIREBALL,NC,2011-07-17 22:00:00,17,2011
Winston-Salem,,DISK,NC,2011-07-17 22:00:00,17,2011
Arvada,,LIGHT,CO,2011-07-17 23:00:00,17,2011
Ormond Beach,,SpaceShip,FL,2011-07-17 23:00:00,17,2011
Lusby,BLUE,SPHERE,MD,2011-07-18 00:04:00,11,2011
Clayton,RED,CIRCLE,NC,2011-07-18 01:30:00,11,2011
Lynnwood,,OTHER,WA,2011-07-18 03:15:00,11,2011
Tampa,,SpaceShip,FL,2011-07-18 03:16:00,11,2011
Los Banos,,SpaceShip,CA,2011-07-18 11:45:00,11,2011
Bennington,,CIGAR,KS,2011-07-18 21:05:00,11,2011
Turlock,,LIGHT,CA,2011-07-18 21:30:00,11,2011
Vancouver,RED GREEN BLUE,SPHERE,WA,2011-07-18 22:00:00,11,2011
Carthage,,SpaceShip,TX,2011-07-18 23:00:00,11,2011
Bonham,ORANGE,FIREBALL,TX,2011-07-18 23:30:00,11,2011
Rainier,,LIGHT,OR,2011-07-18 23:40:00,11,2011
Salinas,,LIGHT,CA,2011-07-19 00:30:00,10,2011
Janesville,,LIGHT,WI,2011-07-19 01:10:00,10,2011
Folsom,,LIGHT,CA,2011-07-19 11:40:00,10,2011
Richmond,,OTHER,CA,2011-07-19 19:30:00,10,2011
St. Louis,ORANGE,FIREBALL,MO,2011-07-19 21:45:00,10,2011
Evans Mills,,LIGHT,NY,2011-07-19 22:00:00,10,2011
Poughkeepsie,,FIREBALL,NY,2011-07-19 22:00:00,10,2011
Port Neches,,LIGHT,TX,2011-07-19 22:30:00,10,2011
Sapulpa,,FIREBALL,OK,2011-07-19 22:30:00,10,2011
Lindenhurst,,LIGHT,NY,2011-07-19 23:00:00,10,2011
Lake Jackson,RED BLUE,DISK,TX,2011-07-20 01:00:00,13,2011
Oakwood,,LIGHT,GA,2011-07-20 01:00:00,13,2011
Churubusco,,LIGHT,IN,2011-07-20 01:30:00,13,2011
San Diego,,RECTANGLE,CA,2011-07-20 13:13:00,13,2011
Memphis,,CYLINDER,TN,2011-07-20 20:00:00,13,2011
Talihina,,LIGHT,OK,2011-07-20 21:00:00,13,2011
Paradise,,OTHER,CA,2011-07-20 22:00:00,13,2011
Casper,,LIGHT,WY,2011-07-20 22:13:00,13,2011
Bridgewater,,LIGHT,MA,2011-07-20 22:15:00,13,2011
Wilbraham,GREEN,OVAL,MA,2011-07-20 22:30:00,13,2011
Clearwater,,LIGHT,FL,2011-07-20 23:00:00,13,2011
Surfside Beach,ORANGE,LIGHT,SC,2011-07-20 23:00:00,13,2011
Brownsville,,SpaceShip,KY,2011-07-20 23:20:00,13,2011
Redlands,RED,SpaceShip,CA,2011-07-21 04:00:00,16,2011
Fairfield,,LIGHT,IA,2011-07-21 11:00:00,16,2011
Hemet,,FIREBALL,CA,2011-07-21 19:45:00,16,2011
Rochester,,VARIOUS,NY,2011-07-21 20:45:00,16,2011
St. Augustine,,SpaceShip,FL,2011-07-21 21:18:00,16,2011
Bethany Beach,RED,SPHERE,DE,2011-07-21 21:30:00,16,2011
Edwardsville,,FIREBALL,IL,2011-07-21 21:30:00,16,2011
Middle Island,,FIREBALL,NY,2011-07-21 21:50:00,16,2011
Clarkston,ORANGE,FIREBALL,MI,2011-07-21 22:00:00,16,2011
Edisto Beach,ORANGE,CIRCLE,SC,2011-07-21 22:00:00,16,2011
Byron Center,,SpaceShip,MI,2011-07-21 22:10:00,16,2011
Orlando,,DISK,FL,2011-07-21 22:30:00,16,2011
Yucca Valley,,FORMATION,CA,2011-07-21 22:30:00,16,2011
Dover,,LIGHT,NH,2011-07-21 22:35:00,16,2011
Boca Raton,RED GREEN,CYLINDER,FL,2011-07-21 23:00:00,16,2011
Wheatland,,SPHERE,TX,2011-07-21 23:30:00,16,2011
New Whiteland,,FORMATION,IN,2011-07-22 01:00:00,19,2011
Custer,,CIRCLE,SD,2011-07-22 01:30:00,19,2011
